student_id,畢業年度,班級_標準,座號,報考群類,模1_國文分數,模1_國文級分,模1_英文分數,模1_英文級分,模1_數學分數,模1_數學級分,模1_專一分數,模1_專一級分,模1_專二分數,模1_專二級分,模1_總分數,模1_總分級分,模1_轉換統測分數,模1_跨校排名,模2_國文分數,模2_國文級分,模2_英文分數,模2_英文級分,模2_數學分數,模2_數學級分,模2_專一分數,模2_專一級分,模2_專二分數,模2_專二級分,模2_總分數,模2_總分級分,模2_班級排名,模2_類別排名,模2_跨校排名,模2_轉換統測分數,模3_國文分數,模3_國文級分,模3_英文分數,模3_英文級分,模3_數學分數,模3_數學級分,模3_專一分數,模3_專一級分,模3_專二分數,模3_專二級分,模3_總分數,模3_總分級分,模3_班級排名,模3_類別排名,模3_跨校排名,模3_轉換統測分數,模4_國文分數,模4_國文級分,模4_英文分數,模4_英文級分,模4_數學分數,模4_數學級分,模4_專一分數,模4_專一級分,模4_專二分數,模4_專二級分,模4_總分數,模4_總分級分,模4_班級排名,模4_類別排名,模4_跨校排名,模4_轉換統測分數,模5_國文分數,模5_國文級分,模5_英文分數,模5_英文級分,模5_數學分數,模5_數學級分,模5_專一分數,模5_專一級分,模5_專二分數,模5_專二級分,模5_總分數,模5_總分級分,模5_班級排名,模5_類別排名,模5_跨校排名,模5_轉換統測分數,統測_國文分數,統測_國文級分,統測_英文分數,統測_英文級分,統測_數學B分數,統測_數學B級分,統測_專一分數,統測_專一級分,統測_專二分數,統測_專二級分,統測_總分數,統測_總分級分
112-商經123,112,131,23.0,09商業與管理群,68.0,11.0,29.0,5.0,88.0,14.0,86.0,13.0,60.0,10.0,331.0,53.0,473.0,,70.0,12.0,38.0,6.0,92.0,14.0,72.0,11.0,50.0,8.0,322.0,51.0,,,,424.0,72.0,13.0,30.0,5.0,48.0,8.0,50.0,8.0,48.0,8.0,248.0,42.0,,,,407.0,68.0,12.0,30.0,5.0,84.0,13.0,68.0,11.0,66.0,10.0,316.0,51.0,,,,469.0,50.0,9.0,44.25,7.0,68.0,11.0,66.0,10.0,44.0,7.0,272.25,44.0,,,,429.0,70.0,11.0,36.0,6.0,72.0,11.0,62.0,10.0,50.0,8.0,290.0,46.0
112-商經124,112,131,24.0,09商業與管理群,58.0,10.0,41.5,7.0,56.0,9.0,74.0,12.0,50.0,8.0,279.5,46.0,420.0,,64.0,11.0,56.75,9.0,68.0,11.0,70.0,11.0,74.0,12.0,332.75,54.0,,,,487.0,62.0,11.0,53.75,9.0,28.0,5.0,72.0,11.0,68.0,11.0,283.75,47.0,,,,504.0,60.0,11.0,39.5,6.0,60.0,10.0,78.0,12.0,70.0,11.0,307.5,50.0,,,,508.0,56.0,10.0,52.5,8.0,32.0,5.0,70.0,11.0,66.0,11.0,276.5,45.0,,,,506.0,62.0,10.0,76.0,12.0,64.0,10.0,66.0,11.0,62.0,10.0,330.0,53.0
112-商經125,112,131,25.0,09商業與管理群,68.0,11.0,58.75,9.0,36.0,6.0,84.0,13.0,52.0,8.0,298.75,47.0,490.0,,70.0,12.0,69.75,11.0,56.0,9.0,80.0,13.0,54.0,9.0,329.75,54.0,,,,498.0,60.0,11.0,57.5,9.0,16.0,3.0,76.0,12.0,48.0,8.0,257.5,43.0,,,,471.0,58.0,10.0,57.0,9.0,40.0,7.0,70.0,11.0,70.0,11.0,295.0,48.0,,,,510.0,56.0,10.0,67.0,11.0,44.0,7.0,66.0,10.0,48.0,8.0,281.0,46.0,,,,475.0,66.0,11.0,67.0,11.0,32.0,5.0,70.0,11.0,62.0,10.0,297.0,48.0
112-商經126,112,131,26.0,09商業與管理群,70.0,12.0,71.0,11.0,92.0,14.0,80.0,13.0,80.0,13.0,393.0,63.0,564.0,,72.0,12.0,75.25,12.0,92.0,14.0,90.0,14.0,88.0,14.0,417.25,66.0,,,,599.0,64.0,11.0,80.25,13.0,48.0,8.0,88.0,14.0,88.0,14.0,368.25,60.0,,,,598.0,60.0,11.0,58.25,9.0,84.0,13.0,78.0,12.0,90.0,14.0,370.25,59.0,,,,567.0,62.0,11.0,75.0,12.0,60.0,10.0,90.0,14.0,84.0,13.0,371.0,60.0,,,,607.0,70.0,11.0,77.5,12.0,76.0,12.0,80.0,13.0,74.0,12.0,377.5,60.0
112-商經127,112,131,27.0,09商業與管理群,70.0,12.0,68.75,11.0,36.0,6.0,80.0,13.0,42.0,7.0,296.75,49.0,469.0,,74.0,12.0,73.75,12.0,48.0,8.0,82.0,13.0,42.0,7.0,319.75,52.0,,,,484.0,66.0,12.0,65.0,10.0,40.0,7.0,68.0,11.0,34.0,6.0,273.0,46.0,,,,435.0,68.0,12.0,51.75,8.0,28.0,5.0,70.0,11.0,48.0,8.0,265.75,44.0,,,,472.0,60.0,10.0,63.5,10.0,36.0,6.0,70.0,11.0,28.0,5.0,257.5,42.0,,,,429.0,64.0,10.0,57.5,9.0,52.0,8.0,74.0,12.0,46.0,8.0,293.5,47.0
112-商經128,112,131,28.0,09商業與管理群,58.0,10.0,56.25,9.0,40.0,7.0,68.0,11.0,34.0,6.0,256.25,43.0,390.0,,72.0,12.0,62.5,10.0,32.0,5.0,64.0,10.0,30.0,5.0,260.5,42.0,,,,391.0,44.0,8.0,56.5,9.0,,,,,38.0,6.0,,23.0,,,,283.0,58.0,10.0,55.0,9.0,32.0,5.0,60.0,10.0,34.0,6.0,239.0,40.0,,,,403.0,44.0,8.0,48.25,8.0,28.0,5.0,52.0,8.0,30.0,5.0,202.25,34.0,,,,351.0,60.0,10.0,62.5,10.0,36.0,6.0,46.0,8.0,36.0,6.0,240.5,40.0
112-商經129,112,131,29.0,09商業與管理群,68.0,11.0,62.75,10.0,88.0,14.0,90.0,14.0,78.0,12.0,386.75,61.0,572.0,,58.0,10.0,68.0,11.0,72.0,11.0,80.0,13.0,84.0,13.0,362.0,58.0,,,,536.0,62.0,11.0,71.0,11.0,48.0,8.0,74.0,12.0,64.0,10.0,319.0,52.0,,,,525.0,54.0,10.0,47.0,8.0,84.0,13.0,72.0,11.0,84.0,13.0,341.0,55.0,,,,520.0,50.0,9.0,62.25,10.0,56.0,9.0,76.0,12.0,72.0,12.0,316.25,52.0,,,,534.0,56.0,9.0,60.25,10.0,80.0,13.0,76.0,12.0,70.0,12.0,342.25,56.0
112-商經130,112,131,30.0,09商業與管理群,74.0,12.0,61.0,10.0,60.0,10.0,86.0,13.0,74.0,12.0,355.0,57.0,561.0,,70.0,12.0,78.0,12.0,72.0,11.0,92.0,14.0,80.0,13.0,392.0,62.0,,,,593.0,72.0,13.0,66.25,10.0,32.0,5.0,88.0,14.0,78.0,12.0,336.25,54.0,,,,585.0,68.0,12.0,59.75,9.0,56.0,9.0,78.0,12.0,68.0,11.0,329.75,53.0,,,,542.0,56.0,10.0,63.75,10.0,52.0,8.0,82.0,13.0,72.0,12.0,325.75,53.0,,,,555.0,80.0,13.0,73.0,11.0,76.0,12.0,92.0,15.0,80.0,13.0,401.0,64.0
112-商經131,112,131,31.0,15外語群英語類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,9.0,79.75,12.0,36.0,6.0,66.0,11.0,61.0,10.0,298.75,48.0
112-商經132,112,131,32.0,09商業與管理群,,,,,,,,,,,,,,,62.0,10.0,45.25,7.0,60.0,10.0,74.0,12.0,28.0,5.0,269.25,44.0,,,,372.0,62.0,11.0,45.0,7.0,40.0,7.0,62.0,10.0,34.0,6.0,243.0,41.0,,,,385.0,50.0,9.0,51.0,8.0,64.0,10.0,66.0,10.0,44.0,7.0,275.0,44.0,,,,430.0,42.0,7.0,56.0,9.0,68.0,11.0,60.0,10.0,42.0,7.0,268.0,44.0,,,,412.0,48.0,8.0,54.0,9.0,48.0,8.0,68.0,11.0,56.0,9.0,274.0,45.0
112-商經133,112,131,33.0,09商業與管理群,74.0,12.0,31.5,5.0,68.0,11.0,84.0,13.0,60.0,10.0,317.5,51.0,481.0,,78.0,13.0,21.75,4.0,36.0,6.0,78.0,12.0,58.0,9.0,271.75,44.0,,,,461.0,64.0,11.0,28.0,5.0,32.0,5.0,66.0,10.0,42.0,7.0,232.0,38.0,,,,408.0,68.0,12.0,30.0,5.0,72.0,11.0,56.0,9.0,48.0,8.0,274.0,45.0,,,,403.0,54.0,9.0,23.0,4.0,44.0,7.0,74.0,12.0,38.0,6.0,233.0,38.0,,,,410.0,76.0,12.0,30.0,5.0,80.0,13.0,66.0,11.0,48.0,8.0,300.0,49.0
112-商經134,112,131,34.0,09商業與管理群,62.0,10.0,29.75,5.0,56.0,9.0,74.0,12.0,60.0,10.0,281.75,46.0,437.0,,68.0,11.0,53.75,9.0,56.0,9.0,78.0,12.0,56.0,9.0,311.75,50.0,,,,473.0,50.0,9.0,60.0,10.0,36.0,6.0,58.0,9.0,48.0,8.0,252.0,42.0,,,,424.0,60.0,11.0,36.75,6.0,68.0,11.0,54.0,9.0,64.0,10.0,282.75,47.0,,,,434.0,52.0,9.0,41.0,7.0,40.0,7.0,66.0,10.0,54.0,9.0,253.0,42.0,,,,449.0,70.0,11.0,51.5,8.0,64.0,10.0,58.0,9.0,54.0,9.0,297.5,47.0
112-商經135,112,131,35.0,09商業與管理群,68.0,11.0,43.75,7.0,44.0,7.0,72.0,11.0,48.0,8.0,275.75,44.0,428.0,,74.0,12.0,47.0,8.0,64.0,10.0,80.0,13.0,68.0,11.0,333.0,54.0,,,,503.0,64.0,11.0,46.0,7.0,36.0,6.0,64.0,10.0,64.0,10.0,274.0,44.0,,,,471.0,52.0,9.0,33.75,6.0,56.0,9.0,70.0,11.0,64.0,10.0,275.75,45.0,,,,457.0,48.0,8.0,55.25,9.0,36.0,6.0,82.0,13.0,60.0,10.0,281.25,46.0,,,,511.0,58.0,10.0,57.0,9.0,60.0,10.0,68.0,11.0,64.0,11.0,307.0,51.0
112-商經203,112,132,3.0,09商業與管理群,78.0,13.0,61.75,10.0,52.0,8.0,84.0,13.0,52.0,8.0,327.75,52.0,510.0,,78.0,13.0,55.0,9.0,68.0,11.0,70.0,11.0,62.0,10.0,333.0,54.0,,,,480.0,68.0,12.0,60.0,10.0,32.0,5.0,66.0,10.0,58.0,9.0,284.0,46.0,,,,491.0,82.0,14.0,59.0,9.0,68.0,11.0,56.0,9.0,66.0,10.0,331.0,53.0,,,,502.0,76.0,13.0,67.0,11.0,44.0,7.0,64.0,10.0,56.0,9.0,307.0,50.0,,,,515.0,86.0,14.0,67.5,11.0,56.0,9.0,58.0,9.0,64.0,11.0,331.5,54.0
112-商經204,112,132,4.0,09商業與管理群,72.0,12.0,46.0,7.0,68.0,11.0,78.0,12.0,78.0,12.0,342.0,54.0,522.0,,76.0,13.0,63.5,10.0,68.0,11.0,86.0,13.0,88.0,14.0,381.5,61.0,,,,578.0,72.0,13.0,54.25,9.0,36.0,6.0,66.0,10.0,70.0,11.0,298.25,49.0,,,,516.0,70.0,12.0,32.0,5.0,76.0,12.0,70.0,11.0,84.0,13.0,332.0,53.0,,,,511.0,60.0,10.0,37.0,6.0,52.0,8.0,66.0,10.0,56.0,9.0,271.0,43.0,,,,461.0,62.0,10.0,59.0,9.0,68.0,11.0,64.0,10.0,60.0,10.0,313.0,50.0
112-商經205,112,132,5.0,09商業與管理群,54.0,9.0,35.75,6.0,88.0,14.0,66.0,10.0,50.0,8.0,293.75,47.0,389.0,,54.0,9.0,24.5,4.0,76.0,12.0,56.0,9.0,60.0,10.0,270.5,44.0,,,,388.0,58.0,10.0,32.5,5.0,60.0,10.0,64.0,10.0,56.0,9.0,270.5,44.0,,,,432.0,56.0,10.0,26.5,4.0,76.0,12.0,56.0,9.0,48.0,8.0,262.5,43.0,,,,385.0,48.0,8.0,27.5,5.0,84.0,13.0,72.0,11.0,52.0,8.0,283.5,45.0,,,,440.0,66.0,11.0,40.0,7.0,68.0,11.0,62.0,10.0,64.0,11.0,300.0,50.0
112-商經206,112,132,6.0,09商業與管理群,72.0,12.0,67.5,11.0,76.0,12.0,86.0,13.0,72.0,11.0,373.5,59.0,564.0,,56.0,9.0,68.75,11.0,76.0,12.0,72.0,11.0,70.0,11.0,342.75,54.0,,,,491.0,64.0,11.0,63.5,10.0,52.0,8.0,74.0,12.0,64.0,10.0,317.5,51.0,,,,519.0,50.0,9.0,55.0,9.0,68.0,11.0,62.0,10.0,72.0,11.0,307.0,50.0,,,,482.0,50.0,9.0,73.0,11.0,56.0,9.0,74.0,12.0,72.0,12.0,325.0,53.0,,,,541.0,68.0,11.0,76.5,12.0,80.0,13.0,82.0,13.0,60.0,10.0,366.5,59.0
112-商經207,112,132,7.0,09商業與管理群,68.0,11.0,54.25,9.0,72.0,11.0,86.0,13.0,68.0,11.0,348.25,55.0,531.0,,68.0,11.0,77.75,12.0,76.0,12.0,88.0,14.0,70.0,11.0,379.75,60.0,,,,563.0,72.0,13.0,56.75,9.0,40.0,7.0,72.0,11.0,76.0,12.0,316.75,52.0,,,,538.0,74.0,13.0,51.0,8.0,80.0,13.0,70.0,11.0,84.0,13.0,359.0,58.0,,,,546.0,60.0,10.0,72.25,11.0,68.0,11.0,68.0,11.0,64.0,10.0,332.25,53.0,,,,530.0,68.0,11.0,80.5,13.0,52.0,8.0,74.0,12.0,66.0,11.0,340.5,55.0
112-商經209,112,132,9.0,09商業與管理群,72.0,12.0,64.25,10.0,52.0,8.0,78.0,12.0,44.0,7.0,310.25,49.0,469.0,,70.0,12.0,61.25,10.0,64.0,10.0,74.0,12.0,68.0,11.0,337.25,55.0,,,,503.0,72.0,13.0,50.25,8.0,36.0,6.0,74.0,12.0,64.0,10.0,296.25,49.0,,,,514.0,82.0,14.0,55.75,9.0,60.0,10.0,62.0,10.0,64.0,10.0,323.75,53.0,,,,509.0,68.0,12.0,65.75,10.0,40.0,7.0,72.0,11.0,60.0,10.0,305.75,50.0,,,,532.0,78.0,13.0,71.0,11.0,72.0,11.0,68.0,11.0,58.0,10.0,347.0,56.0
112-商經211,112,132,11.0,09商業與管理群,64.0,11.0,33.5,6.0,20.0,4.0,78.0,12.0,58.0,9.0,253.5,42.0,448.0,,68.0,11.0,62.75,10.0,56.0,9.0,80.0,13.0,62.0,10.0,328.75,53.0,,,,505.0,62.0,11.0,48.25,8.0,44.0,7.0,58.0,9.0,52.0,8.0,264.25,43.0,,,,435.0,56.0,10.0,30.25,5.0,52.0,8.0,64.0,10.0,62.0,10.0,264.25,43.0,,,,439.0,60.0,10.0,50.25,8.0,32.0,5.0,64.0,10.0,54.0,9.0,260.25,42.0,,,,473.0,64.0,10.0,53.5,9.0,52.0,8.0,54.0,9.0,60.0,10.0,283.5,46.0
112-商經212,112,132,12.0,09商業與管理群,68.0,11.0,45.25,7.0,36.0,6.0,68.0,11.0,40.0,7.0,257.25,42.0,399.0,,78.0,13.0,54.0,9.0,40.0,7.0,64.0,10.0,38.0,6.0,274.0,45.0,,,,405.0,66.0,12.0,51.5,8.0,28.0,5.0,48.0,8.0,34.0,6.0,227.5,39.0,,,,377.0,70.0,12.0,30.25,5.0,40.0,7.0,62.0,10.0,28.0,5.0,230.25,39.0,,,,377.0,58.0,10.0,47.5,8.0,40.0,7.0,66.0,10.0,26.0,4.0,237.5,39.0,,,,390.0,64.0,10.0,55.5,9.0,44.0,7.0,54.0,9.0,30.0,5.0,247.5,40.0
112-商經213,112,132,13.0,09商業與管理群,70.0,12.0,34.5,6.0,76.0,12.0,78.0,12.0,54.0,9.0,312.5,51.0,448.0,,78.0,13.0,44.0,7.0,80.0,13.0,74.0,12.0,72.0,11.0,348.0,56.0,,,,495.0,64.0,11.0,41.75,7.0,36.0,6.0,68.0,11.0,58.0,9.0,267.75,44.0,,,,461.0,68.0,12.0,37.5,6.0,80.0,13.0,54.0,9.0,56.0,9.0,295.5,49.0,,,,429.0,62.0,11.0,31.25,5.0,56.0,9.0,76.0,12.0,56.0,9.0,281.25,46.0,,,,481.0,70.0,11.0,35.5,6.0,68.0,11.0,62.0,10.0,62.0,10.0,297.5,48.0
112-商經214,112,132,14.0,09商業與管理群,76.0,13.0,49.0,8.0,88.0,14.0,86.0,13.0,42.0,7.0,341.0,55.0,462.0,,68.0,11.0,43.75,7.0,80.0,13.0,82.0,13.0,64.0,10.0,337.75,54.0,,,,488.0,64.0,11.0,46.5,7.0,64.0,10.0,64.0,10.0,46.0,7.0,284.5,45.0,,,,432.0,56.0,10.0,42.25,7.0,60.0,10.0,64.0,10.0,64.0,10.0,286.25,47.0,,,,463.0,58.0,10.0,50.25,8.0,36.0,6.0,80.0,13.0,50.0,8.0,274.25,45.0,,,,492.0,70.0,11.0,58.25,9.0,84.0,13.0,76.0,12.0,58.0,10.0,346.25,55.0
112-商經215,112,132,15.0,09商業與管理群,82.0,14.0,52.5,8.0,68.0,11.0,82.0,13.0,74.0,12.0,358.5,58.0,552.0,,86.0,14.0,74.0,12.0,84.0,13.0,84.0,13.0,90.0,14.0,418.0,66.0,,,,602.0,70.0,12.0,73.0,11.0,48.0,8.0,70.0,11.0,90.0,14.0,351.0,56.0,,,,570.0,66.0,12.0,57.0,9.0,92.0,14.0,78.0,12.0,92.0,14.0,385.0,61.0,,,,573.0,68.0,12.0,75.75,12.0,60.0,10.0,80.0,13.0,80.0,13.0,363.75,60.0,,,,593.0,76.0,12.0,74.5,12.0,80.0,13.0,80.0,13.0,74.0,12.0,384.5,62.0
112-商經216,112,132,16.0,09商業與管理群,66.0,11.0,49.0,8.0,72.0,11.0,86.0,13.0,58.0,9.0,331.0,52.0,493.0,,76.0,13.0,58.75,9.0,68.0,11.0,70.0,11.0,64.0,10.0,336.75,54.0,,,,488.0,68.0,12.0,69.5,11.0,44.0,7.0,74.0,12.0,58.0,9.0,313.5,51.0,,,,522.0,68.0,12.0,57.0,9.0,68.0,11.0,62.0,10.0,72.0,11.0,327.0,53.0,,,,506.0,56.0,10.0,71.5,11.0,60.0,10.0,70.0,11.0,54.0,9.0,311.5,51.0,,,,506.0,68.0,11.0,77.0,12.0,80.0,13.0,70.0,11.0,64.0,11.0,359.0,58.0
112-商經217,112,132,17.0,09商業與管理群,66.0,11.0,62.75,10.0,32.0,5.0,74.0,12.0,48.0,8.0,282.75,46.0,459.0,,66.0,11.0,58.75,9.0,64.0,10.0,76.0,12.0,50.0,8.0,314.75,50.0,,,,455.0,46.0,8.0,51.5,8.0,28.0,5.0,52.0,8.0,40.0,7.0,217.5,36.0,,,,376.0,64.0,11.0,35.0,6.0,28.0,5.0,54.0,9.0,64.0,10.0,245.0,41.0,,,,435.0,52.0,9.0,58.25,9.0,52.0,8.0,50.0,8.0,50.0,8.0,262.25,42.0,,,,433.0,46.0,8.0,53.5,9.0,36.0,6.0,48.0,8.0,52.0,9.0,235.5,40.0
112-商經218,112,132,18.0,09商業與管理群,76.0,13.0,73.0,12.0,80.0,13.0,86.0,13.0,84.0,13.0,399.0,64.0,595.0,,72.0,12.0,79.0,12.0,80.0,13.0,88.0,14.0,96.0,15.0,415.0,66.0,,,,606.0,72.0,13.0,79.0,12.0,68.0,11.0,92.0,14.0,92.0,14.0,403.0,64.0,,,,622.0,72.0,13.0,68.25,11.0,88.0,14.0,84.0,13.0,92.0,14.0,404.25,65.0,,,,607.0,62.0,11.0,88.0,14.0,80.0,13.0,86.0,13.0,92.0,15.0,408.0,66.0,,,,620.0,70.0,11.0,90.0,14.0,88.0,14.0,82.0,13.0,90.0,15.0,420.0,67.0
112-商經219,112,132,19.0,09商業與管理群,58.0,10.0,62.75,10.0,96.0,15.0,78.0,12.0,58.0,9.0,352.75,56.0,485.0,,60.0,10.0,83.25,13.0,80.0,13.0,76.0,12.0,64.0,10.0,363.25,58.0,,,,513.0,62.0,11.0,71.75,11.0,52.0,8.0,76.0,12.0,54.0,9.0,315.75,51.0,,,,509.0,74.0,13.0,75.0,12.0,88.0,14.0,66.0,10.0,72.0,11.0,375.0,60.0,,,,544.0,54.0,9.0,78.5,12.0,84.0,13.0,60.0,10.0,70.0,11.0,346.5,55.0,,,,519.0,58.0,10.0,84.0,13.0,88.0,14.0,56.0,9.0,64.0,11.0,350.0,57.0
112-商經220,112,132,20.0,09商業與管理群,68.0,11.0,47.75,8.0,48.0,8.0,82.0,13.0,54.0,9.0,299.75,49.0,475.0,,70.0,12.0,70.25,11.0,68.0,11.0,74.0,12.0,80.0,13.0,362.25,59.0,,,,536.0,58.0,10.0,68.25,11.0,40.0,7.0,68.0,11.0,60.0,10.0,294.25,49.0,,,,497.0,56.0,10.0,63.0,10.0,80.0,13.0,78.0,12.0,74.0,12.0,351.0,57.0,,,,541.0,58.0,10.0,67.0,11.0,48.0,8.0,72.0,11.0,76.0,12.0,321.0,52.0,,,,546.0,66.0,11.0,73.0,11.0,76.0,12.0,76.0,12.0,70.0,12.0,361.0,58.0
112-商經221,112,132,21.0,09商業與管理群,76.0,13.0,55.0,9.0,72.0,11.0,86.0,13.0,74.0,12.0,363.0,58.0,554.0,,80.0,13.0,71.5,11.0,76.0,12.0,84.0,13.0,78.0,12.0,389.5,61.0,,,,576.0,72.0,13.0,61.75,10.0,32.0,5.0,74.0,12.0,74.0,12.0,313.75,52.0,,,,547.0,68.0,12.0,58.25,9.0,80.0,13.0,86.0,13.0,88.0,14.0,380.25,61.0,,,,589.0,64.0,11.0,42.25,7.0,64.0,10.0,84.0,13.0,76.0,12.0,330.25,53.0,,,,546.0,76.0,12.0,59.5,9.0,80.0,13.0,80.0,13.0,72.0,12.0,367.5,59.0
112-商經222,112,132,22.0,09商業與管理群,58.0,10.0,29.75,5.0,52.0,8.0,70.0,11.0,62.0,10.0,271.75,44.0,428.0,,64.0,11.0,63.75,10.0,72.0,11.0,76.0,12.0,64.0,10.0,339.75,54.0,,,,492.0,74.0,13.0,39.25,6.0,32.0,5.0,62.0,10.0,60.0,10.0,267.25,44.0,,,,469.0,60.0,11.0,36.75,6.0,36.0,6.0,48.0,8.0,52.0,8.0,232.75,39.0,,,,398.0,58.0,10.0,23.0,4.0,28.0,5.0,32.0,5.0,48.0,8.0,189.0,32.0,,,,371.0,66.0,11.0,49.5,8.0,56.0,9.0,68.0,11.0,48.0,8.0,287.5,47.0
112-商經223,112,132,23.0,09商業與管理群,68.0,11.0,65.75,10.0,88.0,14.0,84.0,13.0,72.0,11.0,377.75,59.0,551.0,,66.0,11.0,81.75,13.0,80.0,13.0,78.0,12.0,72.0,11.0,377.75,60.0,,,,541.0,66.0,12.0,68.25,11.0,44.0,7.0,78.0,12.0,90.0,14.0,346.25,56.0,,,,574.0,66.0,12.0,51.75,8.0,96.0,15.0,68.0,11.0,86.0,13.0,367.75,59.0,,,,536.0,54.0,9.0,65.0,10.0,72.0,11.0,76.0,12.0,80.0,13.0,347.0,55.0,,,,552.0,76.0,12.0,66.5,10.0,84.0,13.0,70.0,11.0,72.0,12.0,368.5,58.0
112-商經224,112,132,24.0,09商業與管理群,78.0,13.0,62.75,10.0,92.0,14.0,86.0,13.0,80.0,13.0,398.75,63.0,580.0,,72.0,12.0,83.0,13.0,96.0,15.0,92.0,14.0,94.0,15.0,437.0,69.0,,,,618.0,66.0,12.0,89.75,14.0,44.0,7.0,92.0,14.0,98.0,15.0,389.75,62.0,,,,627.0,62.0,11.0,75.0,12.0,96.0,15.0,80.0,13.0,96.0,15.0,409.0,66.0,,,,598.0,52.0,9.0,88.5,14.0,76.0,12.0,88.0,14.0,88.0,14.0,392.5,63.0,,,,605.0,70.0,11.0,84.0,13.0,88.0,14.0,98.0,15.0,80.0,13.0,420.0,66.0
112-商經225,112,132,25.0,09商業與管理群,82.0,14.0,61.5,10.0,96.0,15.0,86.0,13.0,90.0,14.0,415.5,66.0,599.0,,78.0,13.0,72.25,11.0,92.0,14.0,86.0,13.0,90.0,14.0,418.25,65.0,,,,596.0,60.0,11.0,77.0,12.0,48.0,8.0,86.0,13.0,88.0,14.0,359.0,58.0,,,,583.0,76.0,13.0,57.75,9.0,88.0,14.0,74.0,12.0,92.0,14.0,387.75,62.0,,,,579.0,72.0,12.0,78.5,12.0,84.0,13.0,84.0,13.0,88.0,14.0,406.5,64.0,,,,617.0,78.0,13.0,84.5,13.0,88.0,14.0,84.0,13.0,78.0,13.0,412.5,66.0
112-商經226,112,132,26.0,13家政群生活應用類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,9.0,61.0,10.0,60.0,10.0,60.0,10.0,60.0,10.0,297.0,49.0
112-商經227,112,132,27.0,09商業與管理群,74.0,12.0,49.25,8.0,48.0,8.0,78.0,12.0,62.0,10.0,311.25,50.0,500.0,,66.0,11.0,66.0,10.0,84.0,13.0,72.0,11.0,56.0,9.0,344.0,54.0,,,,471.0,62.0,11.0,53.5,9.0,44.0,7.0,60.0,10.0,62.0,10.0,281.5,47.0,,,,468.0,58.0,10.0,57.0,9.0,60.0,10.0,70.0,11.0,68.0,11.0,313.0,51.0,,,,507.0,58.0,10.0,66.75,11.0,56.0,9.0,76.0,12.0,50.0,8.0,306.75,50.0,,,,505.0,54.0,9.0,66.5,10.0,76.0,12.0,50.0,8.0,46.0,8.0,292.5,47.0
112-商經228,112,132,28.0,09商業與管理群,42.0,7.0,47.75,8.0,32.0,5.0,48.0,8.0,58.0,9.0,227.75,37.0,393.0,,70.0,12.0,67.0,11.0,52.0,8.0,74.0,12.0,60.0,10.0,323.0,53.0,,,,491.0,60.0,11.0,48.0,8.0,36.0,6.0,64.0,10.0,42.0,7.0,250.0,42.0,,,,414.0,42.0,8.0,48.25,8.0,56.0,9.0,72.0,11.0,58.0,9.0,276.25,45.0,,,,467.0,44.0,8.0,61.0,10.0,36.0,6.0,72.0,11.0,52.0,8.0,265.0,43.0,,,,474.0,64.0,10.0,63.5,10.0,44.0,7.0,70.0,11.0,56.0,9.0,297.5,47.0
112-商經229,112,132,29.0,09商業與管理群,62.0,10.0,44.5,7.0,92.0,14.0,78.0,12.0,66.0,10.0,342.5,53.0,482.0,,76.0,13.0,51.0,8.0,88.0,14.0,84.0,13.0,72.0,11.0,371.0,59.0,,,,529.0,66.0,12.0,52.0,8.0,52.0,8.0,74.0,12.0,80.0,13.0,324.0,53.0,,,,529.0,70.0,12.0,40.75,7.0,96.0,15.0,68.0,11.0,76.0,12.0,350.75,57.0,,,,509.0,64.0,11.0,36.75,6.0,76.0,12.0,72.0,11.0,70.0,11.0,318.75,51.0,,,,506.0,84.0,14.0,52.0,8.0,88.0,14.0,68.0,11.0,68.0,11.0,360.0,58.0
112-商經230,112,132,30.0,07設計群,58.0,10.0,60.25,10.0,36.0,6.0,20.0,4.0,22.0,4.0,196.25,34.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,10.0,66.0,10.0,44.0,7.0,56.0,9.0,20.0,4.0,244.0,40.0
112-商經231,112,132,31.0,09商業與管理群,78.0,13.0,59.5,9.0,36.0,6.0,74.0,12.0,46.0,7.0,293.5,47.0,468.0,,,,,,,,,,,,,,,,,,68.0,12.0,50.25,8.0,28.0,5.0,68.0,11.0,52.0,8.0,266.25,44.0,,,,468.0,64.0,11.0,51.0,8.0,28.0,5.0,56.0,9.0,58.0,9.0,257.0,42.0,,,,452.0,52.0,9.0,48.75,8.0,16.0,3.0,54.0,9.0,36.0,6.0,206.75,35.0,,,,385.0,66.0,11.0,55.0,9.0,48.0,8.0,54.0,9.0,62.0,10.0,285.0,47.0
