年度,招生群類別,志願代碼,權重組別,學校名稱,系科組學程名稱,各科目加權,招生名額,錄取人數,錄取總分數,同分參酌分數,學校類型,科系分類
113,09商業與管理群,09372,I51,修平科技大學,人力資源管理與發展系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,1,263.0,,私立科大,商管類
113,09商業與管理群,09373,I51,修平科技大學,應用日語系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,1,247.5,,私立科大,語文類
113,09商業與管理群,09374,I51,修平科技大學,數位媒體設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,2,319.0,,私立科大,設計類
113,09商業與管理群,09375,I51,修平科技大學,觀光與遊憩管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,1,234.0,,私立科大,商管類
113,09商業與管理群,09376,I51,長庚學校財團法人長庚科技大學,護理系（林口校區）,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,17,13,240.0,,私立科大,醫護健康類
113,09商業與管理群,09377,I51,敏實科技大學,人工智慧應用工程學士學位學程,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,13,3,194.0,,私立科大,資訊類
113,09商業與管理群,09378,I14,臺北城市科技大學,資訊工程系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,3,378.0,,私立科大,資訊類
113,09商業與管理群,09379,I51,臺北城市科技大學,電腦與通訊工程系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,5,124.0,,私立科大,其他
113,09商業與管理群,09380,I2,臺北城市科技大學,行銷與流通管理系,國文*1.00 + 英文*2.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,18,12,304.0,,私立科大,商管類
113,09商業與管理群,09381,I11,臺北城市科技大學,應用外語系,國文*2.00 + 英文*1.25 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,8,1,371.5,,私立科大,語文類
113,09商業與管理群,09382,I1,臺北城市科技大學,企業管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,16,9,280.0,,私立科大,商管類
113,09商業與管理群,09383,I14,臺北城市科技大學,數位多媒體設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,7,1,258.0,,私立科大,資訊類
113,09商業與管理群,09384,I51,醒吾科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,18,15,156.0,,私立科大,商管類
113,09商業與管理群,09385,I51,醒吾科技大學,國際商務系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,3,293.5,,私立科大,商管類
113,09商業與管理群,09386,I51,醒吾科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,10,9,248.0,,私立科大,商管類
113,09商業與管理群,09387,I51,醒吾科技大學,觀光休閒系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,5,210.0,,私立科大,餐旅觀光類
113,09商業與管理群,09388,I51,醒吾科技大學,資訊科技應用系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,14,0,,,私立科大,資訊類
113,09商業與管理群,09389,I51,醒吾科技大學,新媒體傳播系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,7,223.5,,私立科大,傳播類
113,09商業與管理群,09390,I51,醒吾科技大學,商業設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,5,236.0,,私立科大,設計類
113,09商業與管理群,09391,I51,醒吾科技大學,數位設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,10,2,270.0,,私立科大,設計類
113,09商業與管理群,09392,I51,醒吾科技大學,時尚產業經營管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,1,336.0,,私立科大,設計類
113,09商業與管理群,09393,I51,文藻外語大學,英國語文系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,13,13,375.0,,私立大學,其他
113,09商業與管理群,09394,I51,文藻外語大學,法國語文系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,9,6,210.0,,私立大學,其他
113,09商業與管理群,09395,I51,文藻外語大學,德國語文系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,13,0,,,私立大學,其他
113,09商業與管理群,09396,I51,文藻外語大學,西班牙語文系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,12,11,224.0,,私立大學,語文類
113,09商業與管理群,09397,I46,文藻外語大學,日本語文系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*3.00,16,16,446.5,,私立大學,其他
113,09商業與管理群,09398,I51,文藻外語大學,應用華語文系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,11,6,220.0,,私立大學,語文類
113,09商業與管理群,09399,I51,文藻外語大學,外語教學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,9,8,270.0,,私立大學,語文類
113,09商業與管理群,09400,I5,文藻外語大學,翻譯系,國文*1.75 + 英文*1.75 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,19,19,374.75,,私立大學,其他
113,09商業與管理群,09401,I43,文藻外語大學,國際事務系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*3.00,6,6,437.0,,私立大學,其他
113,09商業與管理群,09402,I51,文藻外語大學,國際企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,16,16,312.0,,私立大學,商管類
113,09商業與管理群,09403,I32,文藻外語大學,數位內容應用與管理系,國文*1.50 + 英文*1.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,12,12,380.0,,私立大學,商管類
113,09商業與管理群,09404,I18,文藻外語大學,東南亞學系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*2.00,3,3,515.0,,私立大學,其他
113,09商業與管理群,09405,I51,慈濟學校財團法人慈濟科技大學,經營管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,4,214.0,,私立科大,商管類
113,09商業與管理群,09406,I51,慈濟學校財團法人慈濟科技大學,醫務暨健康管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,1,515.0,,私立科大,商管類
113,09商業與管理群,09407,I51,慈濟學校財團法人慈濟科技大學,資訊科技與管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,3,285.0,,私立科大,資訊類
113,09商業與管理群,09408,I51,慈濟學校財團法人慈濟科技大學,護理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,24,1,455.0,,私立科大,醫護健康類
113,09商業與管理群,09409,I40,慈濟學校財團法人慈濟科技大學,醫學影像暨放射科學系,國文*1.00 + 英文*1.25 + 數學*1.25 + 專業(一)*2.25 + 專業(二)*2.25,15,3,277.0,,私立科大,醫護健康類
113,09商業與管理群,09410,I51,致理科技大學,企業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,35,35,393.5,70.0,私立科大,商管類
113,09商業與管理群,09411,I51,致理科技大學,財務金融系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,40,40,441.0,,私立科大,商管類
113,09商業與管理群,09412,I51,致理科技大學,會計資訊系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,46,46,348.0,,私立科大,資訊類
113,09商業與管理群,09413,I51,致理科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,26,26,409.0,,私立科大,商管類
113,09商業與管理群,09414,I51,致理科技大學,休閒遊憩管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,22,22,351.0,56.0,私立科大,商管類
113,09商業與管理群,09415,I8,致理科技大學,國際貿易系,國文*1.50 + 英文*1.50 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,34,34,533.75,,私立科大,商管類
113,09商業與管理群,09416,I8,致理科技大學,應用英語系,國文*1.50 + 英文*1.50 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,19,19,492.5,,私立科大,語文類
113,09商業與管理群,09417,I8,致理科技大學,應用日語系,國文*1.50 + 英文*1.50 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,12,12,507.25,,私立科大,語文類
113,09商業與管理群,09418,I51,致理科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,29,29,397.5,,私立科大,資訊類
113,09商業與管理群,09419,I51,致理科技大學,商務科技管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,19,19,363.75,,私立科大,商管類
113,09商業與管理群,09420,I13,宏國德霖科技大學,資訊工程系,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,7,1,377.0,,私立科大,資訊類
113,09商業與管理群,09421,I1,宏國德霖科技大學,室內設計系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,2,1,366.0,,私立科大,設計類
113,09商業與管理群,09422,I1,宏國德霖科技大學,企業管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,6,0,,,私立科大,商管類
113,09商業與管理群,09423,I1,宏國德霖科技大學,餐飲廚藝系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,3,1,234.0,,私立科大,餐旅觀光類
113,09商業與管理群,09424,I1,宏國德霖科技大學,休閒事業管理系,國文*2.00 + 英文*2.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,5,1,411.0,,私立科大,商管類
113,09商業與管理群,09425,I14,崇右影藝科技大學,影視傳播系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,5,5,146.0,,私立科大,傳播類
113,09商業與管理群,09426,I51,台北海洋科技大學,海洋運動休閒與觀光管理系觀光管理組（士林校區）,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,3,271.0,,私立科大,商管類
113,09商業與管理群,09427,I51,台北海洋科技大學,餐飲管理系烘焙食品組（士林校區）,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,0,,,私立科大,商管類
113,09商業與管理群,09428,I51,台北海洋科技大學,電競數位遊戲與動畫設計系（淡水校區）,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,5,238.0,,私立科大,設計類
113,09商業與管理群,09429,I51,台北海洋科技大學,寵物業經營管理系（淡水校區）,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,7,234.0,,私立科大,商管類
113,09商業與管理群,09430,I51,亞東科技大學,工業管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,3,223.5,,私立科大,商管類
113,09商業與管理群,09431,I51,亞東科技大學,資訊管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,26,14,181.5,,私立科大,資訊類
113,09商業與管理群,09432,I51,亞東科技大學,行銷與流通管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,44,40,212.0,,私立科大,商管類
113,09商業與管理群,09433,I51,亞東科技大學,醫務管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,26,10,205.0,,私立科大,商管類
113,09商業與管理群,09434,I51,南亞技術學院,資訊工程系系統與網路工程組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,1,301.5,,私立科大,資訊類
113,09商業與管理群,09435,I51,南亞技術學院,資訊工程系智慧科技應用組,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,2,429.5,,私立科大,資訊類
113,09商業與管理群,09436,I51,南亞技術學院,休閒與餐旅管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,0,,,私立科大,商管類
113,09商業與管理群,09437,I51,南亞技術學院,室內設計系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,0,,,私立科大,設計類
113,09商業與管理群,09438,I51,黎明技術學院,機械工程系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,10,0,,,私立科大,工程類
113,09商業與管理群,09439,I51,黎明技術學院,數位多媒體系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,16,8,158.0,,私立科大,資訊類
113,09商業與管理群,09440,I51,黎明技術學院,數位行銷管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,8,5,218.0,,私立科大,商管類
113,09商業與管理群,09441,I51,黎明技術學院,觀光休閒系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,6,5,143.5,,私立科大,餐旅觀光類
113,09商業與管理群,09442,I51,黎明技術學院,影視傳播系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,0,,,私立科大,傳播類
113,09商業與管理群,09443,I51,德育學校財團法人德育護理健康學院,護理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,32,0,,,其他,醫護健康類
113,09商業與管理群,09444,I51,德育學校財團法人德育護理健康學院,幼兒保育系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,3,2,285.0,,其他,教育類
113,09商業與管理群,09445,I51,德育學校財團法人德育護理健康學院,高齡照顧福祉系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,0,,,其他,其他
113,09商業與管理群,09446,I51,德育學校財團法人德育護理健康學院,觀光休閒與健康系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,0,,,其他,餐旅觀光類
113,09商業與管理群,09447,I51,德育學校財團法人德育護理健康學院,餐旅廚藝管理系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,2,0,,,其他,商管類
113,09商業與管理群,09448,I51,國立臺東專科學校,資訊管理科,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,5,2,288.0,,國立大學,資訊類
113,09商業與管理群,09449,I13,國立臺東專科學校,行銷與流通管理科,國文*2.00 + 英文*1.00 + 數學*1.00 + 專業(一)*3.00 + 專業(二)*3.00,27,4,358.0,,國立大學,商管類
113,09商業與管理群,09450,I51,國立臺東專科學校,餐旅管理科,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,4,3,234.0,,國立大學,商管類
113,09商業與管理群,09451,I51,國立彰化師範大學,財務金融技術學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,17,17,563.5,,國立大學,商管類
113,09商業與管理群,09452,I51,國立宜蘭大學,應用經濟與管理學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,20,20,427.0,70.0,國立大學,商管類
113,09商業與管理群,09453,I27,國立宜蘭大學,休閒產業與健康促進學系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,5,5,533.0,64.0,國立大學,餐旅觀光類
113,09商業與管理群,09454,I43,國立宜蘭大學,外國語文學系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*3.00,2,2,561.0,,國立大學,語文類
113,09商業與管理群,09455,I51,國立聯合大學,經營管理學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,45,45,399.0,,國立大學,商管類
113,09商業與管理群,09456,I37,國立聯合大學,資訊管理學系,國文*1.00 + 英文*1.00 + 數學*1.50 + 專業(一)*2.50 + 專業(二)*2.00,8,8,517.0,,國立大學,資訊類
113,09商業與管理群,09457,I29,國立金門大學,企業管理學系,國文*1.00 + 英文*1.50 + 數學*1.50 + 專業(一)*2.50 + 專業(二)*2.50,12,12,407.25,,國立大學,商管類
113,09商業與管理群,09458,I27,國立屏東大學,國際經營與貿易學系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,13,13,582.5,,國立大學,商管類
113,09商業與管理群,09459,I51,國立屏東大學,企業管理學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,7,7,461.0,,國立大學,商管類
113,09商業與管理群,09460,I2,國立屏東大學,財務金融學系,國文*1.00 + 英文*2.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,12,12,764.0,,國立大學,商管類
113,09商業與管理群,09461,I24,國立屏東大學,會計學系,國文*1.25 + 英文*2.00 + 數學*1.25 + 專業(一)*2.50 + 專業(二)*3.00,8,8,675.0,,國立大學,商管類
113,09商業與管理群,09462,I51,國立屏東大學,不動產經營學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,16,16,410.25,,國立大學,商管類
113,09商業與管理群,09463,I34,國立屏東大學,資訊管理學系,國文*1.00 + 英文*1.25 + 數學*1.25 + 專業(一)*2.50 + 專業(二)*2.00,30,30,498.75,66.0,國立大學,資訊類
113,09商業與管理群,09464,I15,國立屏東大學,休閒事業經營學系,國文*2.00 + 英文*1.25 + 數學*1.25 + 專業(一)*3.00 + 專業(二)*2.75,8,8,597.25,,國立大學,餐旅觀光類
113,09商業與管理群,09465,I23,國立屏東大學,應用日語學系,國文*1.00 + 英文*1.50 + 數學*1.00 + 專業(一)*2.75 + 專業(二)*2.75,13,13,501.0,,國立大學,語文類
113,09商業與管理群,09466,I2,國立屏東大學,行銷與流通管理學系,國文*1.00 + 英文*2.00 + 數學*2.00 + 專業(一)*3.00 + 專業(二)*3.00,9,9,722.0,76.0,國立大學,商管類
113,09商業與管理群,09467,I51,國立屏東大學,商業大數據學系,國文*1.00 + 英文*1.00 + 數學*1.00 + 專業(一)*2.00 + 專業(二)*2.00,13,13,433.0,,國立大學,商管類
113,09商業與管理群,09468,I27,國立屏東大學,應用英語學系,國文*1.00 + 英文*2.00 + 數學*1.00 + 專業(一)*2.50 + 專業(二)*2.50,8,8,546.0,,國立大學,語文類
